"time","anomaly"
19970913,0.744143,
19970920,0.171,
19970927,-0.499143,
19971004,-1.10929,
19971011,-1.74629,
19971018,0.118571,
19971025,-0.292429,
19971101,0.948,
19971108,-1.52371,
19971115,-1.53843,
19971122,-3.94814,
19971129,-1.82286,
19971206,-1.37614,
19971213,-0.156286,
19971220,-0.518286,
19971227,-0.914625,
19980104,0.309,
19980111,0.140143,
19980118,0.212286,
19980125,0.976143,
19980201,0.116286,
19980208,1.23457,
19980215,0.822857,
19980222,-0.371,
19980301,-0.647286,
19980308,0.978429,
19980315,0.732,
19980322,1.54514,
19980329,0.382571,
19980405,0.947714,
19980412,1.72771,
19980419,2.734,
19980426,2.35657,
19980503,-0.416571,
19980510,-0.688,
19980517,0.587,
19980524,0.0351429,
19980531,0.530571,
19980607,0.281,
19980614,1.68086,
19980621,1.27343,
19980628,1.21486,
19980705,1.54343,
19980712,2.573,
19980719,1.235,
19980726,0.217571,
19980802,1.19414,
19980809,1.47071,
19980816,-0.183429,
19980823,0.238571,
19980830,2.02029,
19980906,0.0324286,
19980913,-1.50614,
19980920,-0.0428571,
19980927,0.428429,
19981004,0.232286,
19981011,0.758,
19981018,-0.410143,
19981025,0.595857,
19981101,1.12471,
19981108,0.934714,
19981115,1.55986,
19981122,-0.135714,
19981129,0.598143,
19981206,1.78257,
19981213,2.09486,
19981220,1.43186,
19981227,0.53475,
19990104,1.03771,
19990111,1.54257,
19990118,0.528,
19990125,0.956857,
19990201,0.711143,
19990208,0.856714,
19990215,0.718571,
19990222,-0.133429,
19990301,-1.00857,
19990308,1.02614,
19990315,0.7,
19990322,-0.386143,
19990329,0.327286,
19990405,0.976,
19990412,1.054,
19990419,-0.0771428,
19990426,1.63329,
19990503,0.943714,
19990510,1.68343,
19990517,2.35486,
19990524,1.75057,
19990531,0.765143,
19990607,-0.0831429,
19990614,-2.18986,
19990621,-2.46057,
19990628,-1.129,
19990705,1.81086,
19990712,1.39357,
19990719,-1.03271,
19990726,-0.804857,
19990802,0.0534286,
19990809,-0.209143,
19990816,0.663571,
19990823,-0.0612857,
19990830,-0.217286,
19990906,0.295571,
19990913,-0.0257143,
19990920,-0.549571,
19990927,0.207143,
19991004,1.84886,
19991011,1.53857,
19991018,1.18343,
19991025,1.52529,
19991101,2.22657,
19991108,-0.508429,
19991115,0.825429,
19991122,1.10571,
19991129,1.46186,
19991206,2.33586,
19991213,1.90971,
19991220,0.864286,
19991227,1.79225,
20000104,1.83457,
20000111,1.02486,
20000118,1.39171,
20000125,1.284,
20000201,-0.882286,
20000208,0.336,
20000215,1.49771,
20000222,0.862857,
20000229,1.15957,
20000307,0.486429,
20000314,-0.314714,
20000321,-0.492714,
20000328,0.260429,
20000404,0.849143,
20000411,1.153,
20000418,-0.604571,
20000425,-0.938286,
20000502,1.536,
20000509,2.22443,
20000516,2.31057,
20000523,0.808,
20000530,-1.89957,
20000606,-0.117143,
20000613,0.168429,
20000620,0.492571,
20000627,0.244,
20000704,1.13271,
20000711,0.731429,
20000718,-0.515143,
20000725,-0.637571,
20000801,-1.21629,
20000808,-0.0734286,
20000815,-0.0477143,
20000822,-1.135,
20000829,-1.40871,
